gene,mean_D02,mean_Sham,effect_D02_vs_Sham,log2fc_proxy_D02_vs_Sham,pvalue_D02_vs_Sham
Tagln2,0.5371331461028115,0.19089889265405421,0.34623425344875725,1.4924661463430582,0.032295763613653834
Ramp2,0.9027030273097358,0.5583424572567377,0.34436057005299814,0.6931001948008313,0.20943445717901807
Cfl1,0.5733710971004047,0.2334589684260654,0.3399121286743393,1.2962965071409094,0.05283574942752187
Sec61b,0.4518758957594283,0.1123291984483477,0.3395466973110806,2.0081839657648906,0.0005388728051275293
Id1,0.8265148206670908,0.4885826329497784,0.3379321877173124,0.7584368993682435,0.05462934779567917
Eef1b2,0.5028691409950189,0.16561841210149694,0.3372507288935219,1.6023141130848524,0.04212608819468201
Hint1,0.49386177882303794,0.15887637132560398,0.334985407497434,1.6361965822226456,0.001401772469239558
Npm1,0.44722654197332956,0.11654017533303335,0.3306863666402962,1.9401692719258505,0.03072246951055785
Eef1g,0.4252540926501195,0.10540381339308592,0.3198502792570336,2.0123877627381903,0.029466903578786004
Slc2a1,0.9418845942729277,0.6223895452721188,0.31949504900080894,0.5977316896232309,0.2074020349607716
Dynll1,0.6637857244761688,0.34566849622716117,0.3181172282490076,0.9413264783701212,0.029320646404356623
Adamts1,0.5061633860187803,0.18995174005521576,0.31621164596356455,1.4139654793397758,0.0112574578537415
Sh3bgrl3,0.5400689288126814,0.2249301960996097,0.3151387327130717,1.2636624561340188,0.015910549238934507
Ackr1,0.3675371177773902,0.05241166014398477,0.3151254576334054,2.809906642912038,0.006772171457171647
Pfn1,0.44835772323134776,0.13399988418356013,0.31435783904778763,1.742410946860553,0.035009256190064814
H3f3b,0.7789320016884476,0.467839908648556,0.31109209303989155,0.7354812247599136,0.013605502359278331
Uqcrq,0.46209316324661787,0.1514322672708124,0.3106608959758055,1.6095046915070954,0.00037967814155606753
Sat1,0.43136580649351214,0.12080417834377123,0.3105616281497409,1.8362328684848677,0.004330156552885638
Atp5b,0.4519541892816399,0.14150755780012567,0.3104466314815142,1.675290435163887,0.014713468029665786
Scgb3a1,0.38626581199427595,0.07803125343673901,0.30823455855753695,2.3074552584236314,0.0031374697582405376
Fau,0.6685509308066153,0.36063277954135037,0.30791815126526495,0.8905050919984928,0.11732604084301823
Cnbp,0.5777971642073128,0.27071827789798797,0.3070788863093248,1.093767994739634,0.011705235720254965
Cox7b,0.4299120573032375,0.12506853735686838,0.30484351994636916,1.7813144871311353,0.006925615433614733
Slc25a5,0.46192128453284376,0.15963413250234026,0.3022871520305035,1.5328719530028054,0.013146330760222277
Psmb1,0.5031362877181981,0.20105334603271033,0.30208294168548777,1.3233665902555771,0.014080419301531555
Atp5j,0.6589997035339382,0.35698474632003413,0.3020149572139041,0.8844135337557304,0.026638337302626817
Atp5h,0.4823286850294304,0.18667335417593414,0.29565533085349627,1.3694958637862917,0.00653796838544682
Cox5a,0.41543170906635923,0.12428784157894289,0.29114386748741633,1.7409180314250092,0.0011276950155671827
Tspo,0.4665579394231653,0.17584248425942836,0.290715455163737,1.407767467226801,0.0018139896524710076
Oaz1,0.4978449518938578,0.2081807408192312,0.2896642110746266,1.25785586083059,0.03476691435512507
Krtcap2,0.4091378250695592,0.11967317630241307,0.2894646487671461,1.7734785714462729,0.00023666267663930292
Banf1,0.37309898778585693,0.0862853516391844,0.28681363614667255,2.11235802893742,0.009843721538703127
Cox7c,0.47189068389631117,0.18664140359623763,0.28524928030007357,1.338178955517052,0.018576763125615788
Uqcc2,0.4249936740319005,0.14057146505665918,0.28442220897524134,1.5961307307377386,0.0005991251629445619
Dbi,0.4154799509261246,0.13140160185559252,0.2840783490705321,1.660788491243224,0.0008950507220349962
Atp5j2,0.4550418123037274,0.1735002294966207,0.2815415828071067,1.391056400060856,0.00584272641603247
Sept7,0.5323398623084166,0.2518827934703287,0.28045706883808785,1.0795920111178803,0.014655986167412807
Naca,0.48085423091453144,0.20087132974029134,0.2799829011742401,1.2593237673426572,0.0342964003190114
Eef2,0.43998121010029706,0.16094105514129398,0.2790401549590031,1.4509038317723404,0.007767128614189229
Rrbp1,0.3956569612956802,0.12091256959392586,0.2747443917017543,1.7102776259958177,0.03160988324330443
Hnrnpa3,0.40512540669836034,0.13217948445289698,0.2729459222454633,1.6158629364589745,0.05176605661750146
Taldo1,0.35496366722050887,0.08381794840273664,0.2711457188177722,2.0823271009782696,0.0036646256987059945
Serpinh1,0.33970936713359506,0.07230932610386193,0.26740004102973314,2.232031658801148,0.03282867106645321
Elob,0.4550220791098802,0.18831291036439737,0.2667091687454828,1.272800148907497,0.002883009754381897
Minos1,0.3961082222101543,0.13204239044058164,0.26406583176957266,1.5848862026232413,0.008269913311802338
S100a6,0.3033144585013511,0.03933505932928703,0.26397939917206403,2.946894685571525,0.0008101452462489146
Selenof,0.37091383884140894,0.10767403262195861,0.2632398062194503,1.7844042248717418,0.011738427088912444
Pkm,0.395614747242446,0.13259601615416972,0.2630187310882763,1.5770515421480318,0.0049190285345166096
Hnrnpu,0.48033491102627585,0.21777811371781197,0.2625567973084639,1.1411780739797286,0.14584698584819425
Ehd4,0.3501985961405268,0.08798077185893592,0.26221782428159085,1.9929008590273858,0.007918733604452548
Gng11,0.5977853251400885,0.33754917371590715,0.2602361514241814,0.8245279331467233,0.007786922289375798
Ddx5,0.828372858854858,0.5691944913945872,0.2591783674602708,0.5413577925837494,0.17551268335087042
Tubb5,0.3466235675013613,0.09014746344939058,0.25647610405197074,1.9429991044299983,0.007998875907136365
Itm2a,1.9077386580552531,1.6515060163950845,0.25623264166016857,0.20808120679587427,0.6416261728399298
S100a16,0.43493989078033807,0.18008700904162087,0.25485288173871723,1.2721172253218538,0.006859770722261343
Cd34,0.5002114512612531,0.24748138394567842,0.2527300673155747,1.015215133144105,0.038316975175828855
Atp5mpl,0.3698340387836097,0.11746860489275729,0.2523654338908524,1.6545944049186727,0.0017593030255988655
Pfdn5,0.47094294889105737,0.22059444418664756,0.25034850470440984,1.0941523662514496,0.0027497197011079615
