gene,mean_D14,mean_Sham,effect_D14_vs_Sham,log2fc_proxy_D14_vs_Sham,pvalue_D14_vs_Sham
Gm5258,0.0006128149880219912,0.00022884022792022792,0.00038397476010176325,1.4171725450707668,0.5821728240179994
Gm9949,0.0006639550854249706,0.00028005008547008544,0.0003839049999548852,1.242429643018852,0.6153451486516914
Lpcat2,0.0022950917966126244,0.0019112406125607665,0.0003838511840518579,0.263916255869729,0.8731461953781082
Evi2,0.0003830972615342627,0.0,0.0003830972615342627,8.58532786781964,0.37390096630005887
Nav3,0.0003828478123324502,2.0492690188032633e-15,0.00038284781233040093,8.5843906125744,0.373900966302337
Nsg2,0.001327861916086455,0.0009454178950316582,0.0003824440210547968,0.4896419421552964,0.7712342728924356
Cdca7l,0.0005930466603078234,0.00021069250592998634,0.000382354154377837,1.4886060563890577,0.5699843830813638
Jazf1,0.0006666666666666668,0.0002849002849002849,0.00038176638176638187,1.2236159576982064,0.6192146427025912
Gm49134,0.0006666666666666668,0.0002849002849002849,0.00038176638176638187,1.2236159576982064,0.6192146427025912
Rpl36-ps9,0.000666666666666666,0.0002849002849002849,0.0003817663817663811,1.2236159576982049,0.6192146427025916
Epg5,0.0014537076486578365,0.0010721935395554489,0.0003815141091023876,0.43881897012934457,0.729816041792759
Neurl3,0.0013903759622403116,0.0010088892613211323,0.00038148670091917936,0.4623151977066913,0.7342414229033347
Gm43336,0.002149252287816523,0.0017678131807648554,0.0003814391070516678,0.2817242593743365,0.8742861797059186
Jak3,0.008370770032034035,0.007989334507699451,0.00038143552433458384,0.06727678062710664,0.9274055120523154
Gm32340,0.0008898193721099994,0.000508951387035914,0.00038086798507408546,0.8047732083774113,0.6425806128476635
Rnf180,0.0008304365204770944,0.00044983751765632516,0.00038059900282076925,0.8829985408350531,0.5889480692922293
Gm8392,0.0008848136783092614,0.0005055030392832513,0.00037931063902601017,0.8064323488214696,0.6395711752785623
Il7r,0.0006729344812640245,0.0002940604264058951,0.00037887405485812945,1.1915979028793708,0.48114681542270815
Vps45,0.007749092079529181,0.007370680001877434,0.00037841207765174686,0.0722200050665603,0.9139217023597062
Gm5398,0.0008661221608173154,0.0004880420797720798,0.0003780800810452356,0.8262766480746532,0.715978993457466
Atg7,0.0062198867976013565,0.00584233694561742,0.0003775498519839361,0.09032777143511672,0.9217297725466826
Fut4,0.0006522725603840347,0.00027524784624002196,0.00037702471414401275,1.241721826421958,0.6154787175920784
1810010H24Rik,0.0006619069094271146,0.0002849002849002849,0.00037700662452682976,1.2132942324217555,0.6213578007845639
Cdhr4,0.0006617420160576233,0.0002849002849002849,0.00037684173115733844,1.2129353276723998,0.6214326537817527
Clec4e,0.0005262961134924887,0.00015115046506686202,0.0003751456484256267,1.7931146195410177,0.36261841755868823
Zfp12,0.005231044412647845,0.004856076805152995,0.0003749676074948508,0.10728648738848807,0.869270335306506
Gm7332,0.0014580086572945363,0.0010832291554634125,0.00037477950183112375,0.4283187364279162,0.7325029208201461
Gm12715,0.004282627977553154,0.00390809505709042,0.0003745329204627333,0.13199852411779525,0.8658611217278198
Themis,0.000659033679276852,0.0002849002849002849,0.00037413339437656707,1.2070275845585463,0.6226679813823687
Zfp652os,0.0006269592476489028,0.0002528471302598752,0.00037411211738902755,1.3067109858084773,0.6025477428013868
Gm45473,0.002635868915343772,0.0022623930217077104,0.0003734758936360617,0.22033873354524758,0.8576584513782901
Ube2e2,0.004215441443947133,0.0038420413030248834,0.0003734001409222494,0.1337774372491908,0.9248324941194358
Tmem189,0.010182889445593054,0.009810171000625941,0.0003727184449671128,0.05379141982666305,0.9513716440979588
Dus4l,0.005342769124082677,0.00497008600925539,0.00037268311482728696,0.1042966130903398,0.8795282454808229
Chil5,0.0008827618851939032,0.0005105923301729143,0.0003721695550209889,0.788663076610449,0.7266671750656408
Gm5291,0.000916305297721638,0.0005442908262108262,0.0003720144715108118,0.7503760875299685,0.6622849829176013
Asgr2,0.0005905981088263196,0.00021873168780813554,0.00037186642101818407,1.4288745027564052,0.5801016415038743
Gm48146,0.0006241423304115445,0.0002525689354892793,0.00037157339492226523,1.3018066823947725,0.6034941811135801
Klhl26,0.006112999895039753,0.00574176317907286,0.000371236715966893,0.09037145858116438,0.8877492241718162
Gm35713,0.0003709198813056376,0.0,0.0003709198813056376,8.538848060323193,0.3910022189557703
Gm12308,0.0003709198813056376,0.0,0.0003709198813056376,8.538848060323193,0.3910022189557703
Ltb,0.00037080458676461847,0.0,0.00037080458676461847,8.538400757938929,0.37390096630005754
Fcgr1,0.002029214715207104,0.001659406575676017,0.0003698081395310871,0.2900957641501907,0.8763795147654151
Gm43111,0.0006295461235728095,0.0002597865986333175,0.000369759524939492,1.2737321716493155,0.6090111809952541
Drc7,0.0003696271273178635,0.0,0.0003696271273178635,8.53382467020807,0.3910022189557705
Snip1,0.004809008890629319,0.004439864022355392,0.0003691448682739268,0.1151991634351969,0.898303530308611
Wiz,0.007866458470473998,0.007498110963268548,0.00036834750720545015,0.06917808711377176,0.9217184730711436
Gm8818,0.0005934718100890207,0.0002259437321937322,0.0003675280778952885,1.3892737548517435,0.58711109909164
Birc5,0.000651964847886618,0.0002849002849002849,0.0003670645629863331,1.1914932693066738,0.6259452588136457
Gm7324,0.00151370255890181,0.0011469351125371655,0.0003667674463646445,0.3999934250389709,0.7651275265883974
Crybg1,0.009462064089259726,0.009096419997428894,0.00036564409183083117,0.05684993701983622,0.9290687156578215
1190002N15Rik,0.00168200498892042,0.0013164607135453393,0.0003655442753750806,0.3532795116625617,0.7913235651208783
AC116484.1,0.00036488263341075816,0.0,0.00036488263341075816,8.515237129674802,0.3910022189557704
Gm5341,0.00036425084443109606,0.0,0.00036425084443109606,8.51274379820431,0.3910022189557704
1700084E18Rik,0.001479356332743017,0.0011154067604621158,0.0003639495722809012,0.40708171918505,0.8369393966205433
Gm5260,0.0012179678262296534,0.0008547008547008547,0.0003632669715287987,0.510481610866903,0.7561586011676709
Gm11464,0.0006277486628459804,0.00026481823103143655,0.00036293043181454384,1.242043372115909,0.6153890818318665
Gm17415,0.0015227674693698125,0.0011599358056443609,0.00036283166372545164,0.39235456077108216,0.769781479166092
C030015A19Rik,0.0006127479262739489,0.00025012015012776715,0.00036262777614618174,1.2892684483475625,0.6059272751657164
Gm8661,0.0006269592476489016,0.0002645766381766382,0.00036238260947226336,1.2415426927470101,0.615490443744346
Gm15066,0.0003620029732985627,0.0,0.0003620029732985627,8.50383755492557,0.3910022189557705
Arntl2,0.003503899718908253,0.0031422825540472596,0.0003616171648609932,0.15710120305558897,0.9167901570549909
Inca1,0.0006666666666666668,0.00030525030525030525,0.0003614163614163615,1.1244167332166972,0.6406267649720521
Abtb2,0.0006665646327328253,0.00030525030525030525,0.00036131432748252,1.1241962413053586,0.6406762208332404
Gm20707,0.003659143340038911,0.003298119034532986,0.0003610243055059254,0.14981931673949472,0.8210807765371153
Il34,0.0006659665618698493,0.00030525030525030525,0.00036071625661954405,1.1229031521226271,0.6409664347594279
2310011J03Rik,0.025929097222330156,0.025569158162176354,0.00035993906015380217,0.020166531161040918,0.9692333566366842
Gm5697,0.0012539184952978055,0.0008954008954008954,0.00035851759989691007,0.48537767171993174,0.8064006082778423
Fignl1,0.0006421710517106299,0.0002849002849002849,0.000357270766810345,1.1696904165391353,0.6306164088932479
Zzef1,0.02060275456692966,0.020245854601220265,0.0003568999657093952,0.025209460639371743,0.9369966168313272
Triqk,0.005363508357791839,0.005006630042206651,0.0003568783155851879,0.09931797646730442,0.9105902556577704
Gm7561,0.004546575936484118,0.004190432603648611,0.00035614333283550716,0.11765429680067356,0.8973257743987565
Gm47935,0.0006588825281045746,0.00030314447980957205,0.0003557380482950025,1.1174523999311101,0.6421891170867428
Rnf219,0.00830549597325782,0.00795030848342709,0.00035518748983072966,0.06304772358114441,0.882898042519927
CT009580.2,0.0003550711772850045,0.0,0.0003550711772850045,8.476021849090085,0.3910022189557704
Olfm1,0.0023014397184166176,0.001946919023023478,0.00035452069539313965,0.2412296803637749,0.8591406221551711
Spata2,0.002813538713977491,0.0024601837426455196,0.0003533549713319712,0.19354612465335388,0.8934000737006887
Gm11427,0.0006092785141093122,0.00025642788238183415,0.00035285063172747804,1.2452994763950678,0.6147063001267808
Zdhhc2,0.0006579645789572661,0.000305250305250305,0.0003527142737069611,1.1054896366444333,0.6449041317403073
Elmo3,0.0016927249576704848,0.0013411979013029332,0.0003515270563675516,0.3356022094663548,0.8234239056467375
Tnfaip8l2,0.0021499607512913796,0.0017985963794138954,0.00035136437187748416,0.2573078305671425,0.8862896659040278
Gm12851,0.0024065767921861232,0.002055517333857567,0.00035105945832855645,0.22737858307729802,0.9021025612200995
Osbpl3,0.001479337407387049,0.0011284960621380728,0.0003508413452489763,0.3902468001024932,0.8391700995139086
E130317F20Rik,0.0033520242078106327,0.003001306189903796,0.0003507180179068369,0.15939178141208687,0.7866699493345387
Gm17764,0.0008760952350486985,0.0005255746721779829,0.00035052056287071564,0.7360953685104226,0.7420371503868074
Gm14167,0.0005934718100890207,0.00024373100572391338,0.00034974080436510737,1.2804115063847512,0.6076487904300737
Gm14657,0.0003495679306285215,0.0,0.0003495679306285215,8.453550216564375,0.3910022189557704
Gm19641,0.0012173598001576395,0.0008680372100772002,0.00034932259008043926,0.4874503897316505,0.8049813550786948
Men1,0.008243984007547863,0.007894791124294432,0.00034919288325343037,0.06243287016716628,0.9486313665962676
Gm8009,0.0009181469913496692,0.0005698005698005698,0.0003483464215490995,0.6873088229127241,0.6886525315761624
AC154683.1,0.0011791279849921721,0.0008310552134973202,0.0003480727714948519,0.504192157512191,0.8158110457922654
Ambra1,0.0038239901678033318,0.003476047918667941,0.00034794224913539066,0.1375930897469587,0.8786364494398861
Rnf24,0.000900864925639497,0.0005536223849212647,0.00034724254071823234,0.701405528278074,0.6916908535440718
Snx8,0.00210242203105276,0.0017558510795463791,0.00034657095150638067,0.2597464360727709,0.8285787849817531
Hist4h4,0.0014450276556876229,0.001098478839900306,0.00034654881578731695,0.3952753055352135,0.7303263503467776
Gm20412,0.0005934718100890207,0.0002472995166623142,0.00034617229342670655,1.25952694567414,0.6118110585076578
Zfp808,0.0008973151870959987,0.0005511434961135118,0.0003461716909824869,0.7021784680175319,0.6401885667334783
Gm10616,0.0005707975647418573,0.00022487397996704488,0.0003459235847748124,1.3399863896309612,0.5961450029405874
Gm12271,0.0006188670138077022,0.0002740740869904473,0.0003447929268172549,1.1721384943039272,0.6300638239562655
Fkbp1a-ps1,0.000907474139495862,0.0005628525342670231,0.000344621605228839,0.6881275470876577,0.6898964141069843
Znf41-ps,0.0026646860511791055,0.0023211821382162685,0.00034350391296283705,0.1990257451996223,0.7987708627662116
AC160336.1,0.0024301257510363403,0.0020869163570916434,0.0003432093939446969,0.2195606012993017,0.8820831391972991
Cotl1,0.0012741391366128093,0.000931515171892596,0.00034262396472021324,0.4514555720031457,0.7362915506942327
Ly9,0.0004898273550263397,0.00014730752170534172,0.00034251983332099793,1.726623887473683,0.5344047997135649
Rab44,0.0006380223654619307,0.0002955782386022448,0.0003424441268596859,1.1074536815822023,0.6444384706100234
Gak,0.009637387576989204,0.009295116092415555,0.00034227148457364846,0.05216372999875407,0.9423740079807394
Gm6129,0.0006271004666099593,0.0002849002849002849,0.00034220018170967446,1.1354832834844768,0.6381150812618972
Gm9315,0.0006269592476489028,0.0002849002849002849,0.00034205896274861787,1.1351588786917084,0.6381871975481148
CT010490.1,0.0006269592476489028,0.0002849002849002849,0.00034205896274861787,1.1351588786917084,0.6381871975481148
Tbx3os1,0.0011726550631342438,0.0008307778698236843,0.0003418771933105595,0.49673825666372673,0.8017588774897412
Vipas39,0.007269313403836812,0.006927477863820873,0.0003418355400159395,0.06947911865517253,0.9387395338966488
Pip4k2a,0.004534125349082241,0.00419328983678864,0.00034083551229360104,0.11271586781446616,0.9059686857832643
1810034E14Rik,0.0006251579794704675,0.0002849002849002849,0.0003402576945701826,1.1310146369906997,0.6391101428653633
Gm3329,0.0006244960161406326,0.0002849002849002849,0.00033959573124034767,1.1294886381034797,0.6394507703950084
Jrk,0.0011710646963591796,0.0008315975982298927,0.0003394670981292869,0.49336090484378653,0.8033310505623819
Zfp341,0.0012284132831316063,0.000888985203078147,0.0003394280800534593,0.4661167226922329,0.7364011803071272
Gm12140,0.0006076365023503755,0.0002687852446873606,0.00033885125766301493,1.1737694152027978,0.6296998443256243
Gm14639,0.0009086015305641619,0.0005698005698005698,0.00033880096076359216,0.6722479068377839,0.696062895199171
Spin3-ps,0.0006234461915477142,0.0002849002849002849,0.00033854590664742927,1.1270652027144945,0.6399925831139424
Gm47772,0.0006234357800913022,0.0002849002849002849,0.0003385354951910173,1.1270411483092337,0.6399979663203493
Gm21984,0.0006230405324601078,0.0002849002849002849,0.00033814024755982297,1.1261276799305953,0.640202471395768
Acad10,0.0005799506486508443,0.000241996348445732,0.0003379543002051123,1.2574809785758614,0.6122069195201482
Gm20281,0.0006167517273659423,0.00027883698743646096,0.0003379147399294814,1.1424404764101328,0.636559758721156
Gm1943,0.000622725413406973,0.0002849002849002849,0.00033782512850668813,1.1253989844466092,0.6403657179853741
Rab30,0.001462792163205252,0.0011250998980290507,0.0003376922651762012,0.3783759100873673,0.7437537004121629
Gm14923,0.0006223379295404834,0.0002849002849002849,0.0003374376446401985,1.1245024444692926,0.6405666976486297
Mpdz,0.021914048759441928,0.02157670579522117,0.0003373429642207597,0.02238040733680358,0.9541123045950403
Gm11893,0.0006216577735471612,0.0002849002849002849,0.0003367574886468763,1.122927386427552,0.6409201341327995
Gm4817,0.0009064939240666099,0.0005698005698005698,0.0003366933542660401,0.6689012088996528,0.696218179713328
Gm46103,0.0006215600320240389,0.0002849002849002849,0.000336659747123754,1.1227009020159797,0.6409709931688539
Gm6195,0.001182373352847463,0.000845741296526206,0.000336632056321257,0.4829121562660382,0.8062628672643793
